,index,0,1,2
1870,2953,RT ChloeGMoretz httpstco367P4a2iKQ beautiful VicMensa,😑,0.0
1871,2957,RT sammywilk Anaheim was awesome Love u all Thank you,😑,0.0
1872,2958,Ill always love you,😑,0.0
1873,2959,i love troye httpstcoMjtbtz2vO2,😑,0.0
1875,2962,im crying so hard I gotta force myself to go to bed ily all and I love my boys omg 6 years 6YearsOfOneDirection,😑,0.0
1876,2963,RT HugotWords Inhale love exhale hatred,😑,0.0
1877,2964,ManCity the guy is in love already,😑,0.0
1878,2965,I want to love that lasts,😑,0.0
1879,2966,Proudly Trumpeting contradiction httpstcoXlLYqBEqwC,😑,0.0
1880,2967,Tina I love you soooo much please follow me,😑,0.0
1881,2968,L Singer Actress JANET JACKSON Thats The Way Love Goes JAPAN 3 CD VJDP10207 Jam Auction Deal httpstcopJim3XWk4A,😑,0.0
1883,2971,deepikasingh150 Hi di Im so happy that u back with good health And our prayers are always with u Take care di love u so much,😑,0.0
1884,2972,happy birthday sharn x honestly the craziest person I know but love u girl amp hope u have a good day httpstcoQWVXcf0qH4,😑,0.0
1885,2973,A lovesong for my father httpstco5lB5FbV3rQ edyharb Munich  Raciallotion httpstcoXb61ePLlia,😑,0.0
1886,2974,Crazy In Love Beyoncé Cover httpstco1yngm4AN2p,😑,0.0
1887,2975,im in love whit you  6yearsof1D httpstco6ftUPoZZdN,😑,0.0
1890,2978,Ive just finished Ninja Love Magic Id love for you to come and get a gift from me httpstcoVGsaLIosAR android  gameinsight,😑,0.0
1891,2979,RT VanessaM_9 love urself and dont give a fuck about what people think about u,😑,0.0
1892,2980,RT ArianaGrande wild thank you so much my babies love you  httpstcoZOCIe9mfFD,😑,0.0
1893,2981,OgVri HIT PLAY DutchSchultz RealRap StrictlyBidness RtFav  Show LOVE httpstcoW0KgZCCTPR,😑,0.0
1894,2982,katyperry melanie song love it,😑,0.0
1896,2984,pmd00 HIT PLAY DutchSchultz RealRap StrictlyBidness RtFav  Show LOVE httpstcoiSJp4argEk,😑,0.0
1897,2985,RT juanyboi13 I love this lightning,😑,0.0
1898,2986,prodbyjd HIT PLAY DutchSchultz RealRap StrictlyBidness RtFav  Show LOVE httpstco0BQ5Z35H50,😑,0.0
1899,2987,OTHFootball HIT PLAY DutchSchultz RealRap StrictlyBidness RtFav  Show LOVE httpstcoiXDVrK7SxL,😑,0.0
1900,2988,RT ForksOverKnives We love these great tips for how to eat plantbased in the college dining hall httpstcoorxFp9d3aa httpstcoK,😑,0.0
1901,2989,patterson_dee HIT PLAY DutchSchultz RealRap StrictlyBidness RtFav  Show LOVE httpstcoJkHWWBnKZP,😑,0.0
1902,2990,RT whoissizzIe Old white ppl love to put their hands where they dont belong  so much for freedom of speechexpression  httpstcoP,😑,0.0
1904,2992,A real man does not love the most beautiful woman of the worldbut loves the woman which makes more beautiful his world,😑,0.0
1905,2993,loveis planner midori Love Is Planner Midori St Valentine Day Gift  httpstcokTSiVNok9h httpstcohhChKroDxG,😑,0.0
1906,2994,gtz_kevin que cosa Mi cabello cuz i love you,😑,0.0
1907,2995,Cause you know I love the players amp you love the game,😑,0.0
1908,2996,I love the sugar buzz in a little girls eyes httpstcoAxUKSB0Kdl,😑,0.0
1909,2997,RT edtertaining YOU KNOW I LOVE YOU RIGHT,😑,0.0
1910,2998,My Heart For Him My Love For Him Im Not Worried Bout The Rest Of Them U Hoes Wish U Can Hve Him Like I Have Him  httpstcoI3aGeFhc0y,😑,0.0
1911,3005,I fuckign  love fuwari midorikaze,😑,0.0
1912,3006,17 Times You Fell In Love With Gigi Hadid On Instagram httpstco08F9e2i3Ou,😑,0.0
1914,3011,6yearsof1D httpstco,😑,0.0
1915,3013,Louis_Tomlinson Harry_Styles NiallOfficial Real_Liam_Payne,😑,0.0
1917,3016,httpstcoEfuH7vl72T Bromley,😑,0.0
1918,3018,Youre in love with something bigger than love,😑,0.0
1919,3020,RT AlDubPoems There is a strange frenzy in my head of birds flying each particle circulating on its own Is the one I love everywhere,😑,0.0
1920,3021,RT softchub he tried to make his voice higher after louis said something about it god i love them httpstco7sAWDMsjhA,😑,0.0
1922,3025,LillyOnFallon  love you Lilly IISuperwomanII,😑,0.0
1924,3027,realkdubb I love her so much tbh,😑,0.0
1925,3033,love u always b https,😑,0.0
1926,3034,I think Im In love,😑,0.0
1927,3035,TheMagicalG I love you,😑,0.0
1928,3036,love you guys,😑,0.0
1929,3038,RT ilamuanimor Yehey One Love  KBHuaweiRoadshow  httpstco97VN3dkhWK,😑,0.0
1933,3042,RT HannahWillman must be nice  httpstcoBgwgzONK3y,😑,0.0
1934,3043,ArabianDate hi i like it my hot and pretty girlfriend i wish your delicious vagina and l love you my love httpstcoGbODXRN9ef,😑,0.0
1935,3046,6YearsOfOneDirection httpstcogJTuJx6CRI,😑,0.0
1936,3049,httpstco,😑,0.0
1937,3050,RT Uzma_Uzma1 Love doesnt make the world go round love is what makes the ride worthwhile  Elizabeth Barrett Browning quote,😑,0.0
1938,3052,RT KatharineMerry lauramuiruns You were so special tonightathletes like u are one of the reasons I will never fall out of love with,😑,0.0
1939,3054,Money23Green man Im so happy youre   playing basketball stay away frm negative focus on ur dream amp the love for the game GODISWITHYOU,😑,0.0
1940,3055,You should go and love yourself,😑,0.0
1941,3056,k at this tweet almost catching up to my Wonder Woman one lol httpstcow6V5mQXVdS,😑,0.0
1944,3061,MiaAnnieSmith thanks miaaaaa love you lots xxxxxxxx,😑,0.0
1945,3062,i love mchanzo so much,😑,0.0
1947,3064,RT TheseDamnWords If you love someone be brave enough to tell them otherwise be brave enough to watch them be loved by someone else,😑,0.0
1948,3066,We Love lolovivinetwork Fashion Jewelry Music Artist Support Join Today httpstcoIbxj4GiSxM,😑,0.0
1949,3067,Finger Tuting is awesome but this is incredible LOVE sign language in dance there should be more of it httpstcorNEztAOkGy,😑,0.0
1950,3068,RT GoalsCode shes in love with you if she smiles like this httpstcoN690M6N3Wf,😑,0.0
1951,3073,Lauras out here professing her love to black boys lmao,😑,0.0
1952,3076,RT touchitnjh my life without them would be nothing wouldnt trade them for anything i love them so much 6YearsOfOneDirection,😑,0.0
1953,3077,RT actingblind I LOVE ASHTON OMG httpstco6J0H1MzBtb,😑,0.0
1954,3078,GOODNIGHT I LOVE 1D,😑,0.0
1955,3084,meme vicegandako i love you unconditionally And i always will Mahal na mahal kita httpstcoQxMJV6Vsb3,😑,0.0
1956,3085,RT StyleDecor Wow Love slipping into perfectlinens unique sheets Btw how have u been sleeping ad httpstcoJpFk0OtqvB httpstc,😑,0.0
1959,3093,SupercarsMaster Id love to be SVG right now because hes been watching brief on the battle,😑,0.0
1960,3094,you scare the hell out of me amp calm my soul at the same time maybe thats what love is a total contradiction that somehow balances out,😑,0.0
1961,3095,I wanna do this httpstconPnhCZeL8W,😑,0.0
1962,3096,Its shameful indeed Need to watch a place that deals only in facts like Fox News httpstcogXznzRrAHv,😑,0.0
1963,3097,RT BiIIMurray As a kid I used to be afraid of the dark Now as an adult I love the dark because Im terrified of the electricity bill,😑,0.0
1964,3098,RT jpmontgomery Where there is love there is life   Mahatma Gandhi   yeslove httpstcoxdJNM8zkJE,😑,0.0
1965,3099,RT nohcuhh I love you httpstcor8Y6AM8EQB,😑,0.0
1967,3101,CHA_NNNNN J_TAEKWOON jaehwany0406 AceRavi RedBeans93 HSangHyuk  LOVE FROM INDONESIAN STARLIGHT,😑,0.0
1968,3103,im not saying you shouldnt love yourself if youre fat,😑,0.0
1969,3104,Pfft I love you even more Lol,😑,0.0
1970,3106,All you need is the right kind of love,😑,0.0
1971,3107,Love is not determined by the worthiness of the object Love is determined by the giver of the love Richard Rohr httpstcoqcfs6qg1sV,😑,0.0
1972,3108,brookerenae88 I LOVE YOU,😑,0.0
1973,3109,MUST watch usembislamabad statedept httpstcoxExUe7g9RQ,😑,0.0
1974,3110,RT MONSTALEX I love Lav shes so good to me too good to me,😑,0.0
1975,3111,RT lad3uxiemee Mufuckas love telling you that youre overreacting but they dont feel your pain for you and they wouldnt if they could,😑,0.0
1976,3112,RT featjimin jimins face looks like a sad baby and hoseoks smile is so bright and both look so adorably cuteee aww im in love https,😑,0.0
1978,3114,Style SHANIA TWAINSTILL THE ONE LIVE FROM VEGASBLURAY httpstcobSAVU3Lw4n Love,😑,0.0
1979,3116,My TeenChoice vote for ChoiceInternationalArtist is SuperJunior,😑,0.0
1980,3120,6YearsOfOneDirection httpstcoNZQ2dMQYUd,😑,0.0
1981,3121,Something you wouldnt recognize Its called love,😑,0.0
1982,3123,good morning look at the beautiful light of my life I love her with all my heart httpstcoXDKUfRpFxc,😑,0.0
1983,3124,i love making myself sad,😑,0.0
1984,3125,RT ameiasdream celticfc Ameia is a huge Celtic fan and would love nothing more than to walk out with you at a match Please help https,😑,0.0
1985,3126,RT chheellsseaa Love my BFF,😑,0.0
1988,3130,httpstcopDH7feLmMr,😑,0.0
1989,3131,RT Shawtyfeels Claim her love her fuck her spoil her trust her,😑,0.0
1990,3135, htt,😑,0.0
1991,3139,spoiled af httpstcoDywZ89EyrL,😑,0.0
1992,3140,RT Official1DPHL Coz the truth is it isnt worth loving something if you arent going to love it all the way 6YearsofOneDirection htt,😑,0.0
1994,3142,Hmmm I love kiwi and granadilla httpstcoPkbcIPPnG1,😑,0.0
1996,3144,RT nataliaa_q so much love in my heart,😑,0.0
1997,3145,RT selfescaped If I showed you my flaws If I couldnt be strong Tell me honestly would you still love me the same,😑,0.0
1998,3146,Goodnight guys I love the boys a lot,😑,0.0
1999,3147,katyperry ya zg love me,😑,0.0
2001,3151,completebodyandconfidenceacademy  httpstcoOOMbNGgUXg,😑,0.0
2002,3152,Im already in love with Serum serum ableton trap httpstcoGVJCbdXYj0,😑,0.0
2003,3153,RT suzanne2222 Love it    auspol   LOL  Like your style rowandean httpstcoLUxDsqzlpP,😑,0.0
2005,3158,httpstcoy6OzQSzVCh,😑,0.0
2006,3167, Women a synopsis,😑,0.0
2007,3170,Happy Anniversary Love you One Direction  6YearsOfOneDirection,😑,0.0
2008,3171,How can you love me without loving my creations first,😑,0.0
2009,3172,I hate you httpstcoah59ueT8vJ,😑,0.0
2010,3173,RT rturlife love Disney movies too much,😑,0.0
2011,3174,RT riyanportuguez Maslows love story is better than others lt3 PsyOfMNL PsychMajorsOfPH ItStartedWithAKiss Maslow KiligMuch https,😑,0.0
2012,3175,I love this club fans httpstcotIuQ2PSNk4,😑,0.0
2013,3180,auspol ht,😑,0.0
2014,3181,I love you Where have you been all my life KarlieSoftball,😑,0.0
2015,3182,RT aahmareen1 team u r peaceful as trees amp birdstrees never protests amp gives only declious fruit amp birds sings only love like u https,😑,0.0
2016,3183,Im httpstcoc9GIpEfDAG cryingBecause I love Lea Michele So much,😑,0.0
2017,3184,DrGMLaTulippe washingtonpost I would love it if he did but the article is from Nov 2015,😑,0.0
2018,3186,neoteny love falls,😑,0.0
2019,3187,RT baddest where the fuck is the love of my life,😑,0.0
2021,3189,in the name of love and excitement lol,😑,0.0
2022,3190,frightfurfusion i love this one so much for some reason httpstcoYlT8TKqHeL,😑,0.0
2023,3191,i stanned them but httpstcohVN1MOZtsJ,😑,0.0
2025,3193,deadgal420 grabe mga kaso sa palabas na to  i cant bELIEVE I LOVE SEEING THEM ROT,😑,0.0
2026,3194,RT fatmahlove1d 6yearsof1D i love every second in my life since I begin in this amazing fandom,😑,0.0
2027,3195,Danger_Anger did someone actually make that I love it,😑,0.0
2028,3196,I love silence,😑,0.0
2029,3197,Real love Jesus dying on the cross for us,😑,0.0
2030,3205,I love how quick these younique deliveries are I only put the order in yesterday and it is already in the UK  httpstcoHncDdXvfns,😑,0.0
2031,3206,RT ShahidHandmade Hei dear Shahid_Online  did u see this   httpstcoKMJ3bdlCdm,😑,0.0
2032,3207,this is why I love this man httpstco8YjxjcFxyh,😑,0.0
2034,3212,nowplaying on VoyageThe Schiller Radio SchillerLet Me Love You Instrumental httpstcoeLFBr1xSzD schiller radio,😑,0.0
2035,3213,Love this NOLA classic with splenda cant wait to make it splendasavvies sponsored httpstcoixAmwW0Vju,😑,0.0
2038,3216,How To Happily Juggle Love In With All Your Other Activities    httpstcoN9tWF7AF9s  httpstcooXMRl4dnvO,😑,0.0
2039,3217,พรออเดอร SEVENTEEN  1TH ALBUM Repackage  LOVEampLETTER Special Edition  Poster ราคา 1750  คาสง 120150 httpstco8OEZ84xjRs,😑,0.0
2040,3218,I dedicated 6 years of my life to a band that cant danceI love my life,😑,0.0
2041,3219,I love going to sleep listening to one direction it makes me happy and calm,😑,0.0
2042,3220,Your skin and bones turn into something beautiful you know you know I love you so,😑,0.0
2043,3221,We love this look ruaris earlscolne httpstcoeekDOBuTVN,😑,0.0
2044,3229,127116,😑,0.0
2045,3230,BakerStKid ME id love to see him animated so much and they wouldnt lose anything if they brought him in,😑,0.0
2046,3232,Hp u like it Sketch iHrithik hegdepooja agpplofficial https,😑,0.0
2047,3233,feelin all happy and full of love after watching bornsmusic put on a beautiiifuuulll show  httpstcoyzZczyBgw4,😑,0.0
2048,3234,me gives detailed acccount of how fucked up i am and all the bad things ive done in my life to ppl i love,😑,0.0
2049,3236,Johnny Gill  Lets Just Run Away,😑,0.0
2050,3237,Love this NOLA classic with splenda cant wait to make it splendasavvies sponsored httpstcoGzEagsGgl8,😑,0.0
2051,3238,things may have changed but 1d still have that special place in my heart i promised to love them forever and i wont break that promise,😑,0.0
2052,3240,RT HeartIessly Brown eyes are just brown eyes until you fall in love with somebody with brown eyes,😑,0.0
2053,3241,Happy 6th anniversarry the boys onedirection Im waiting for you every second I promise Keep steady boys Much love 6YearsOfOneDirection,😑,0.0
2054,3243,I love to die httpstcocXjjmTwUv8,😑,0.0
2055,3246,httpstco1oORnzwg9S,😑,0.0
2056,3247,Me ha gustado un vídeo de YouTube httpstcoi8BxAahtyQ  Lee Won Suk  Back In The Days  OST My Love EunDong  Part 02,😑,0.0
2057,3248,I love my church family,😑,0.0
2058,3250,RT colbycheese_ Happy birthday baddie love you mija 18 together finally emxnie httpstcoI9Tg35e7a2,😑,0.0
2059,3262,x478,😑,0.0
2060,3265,RT insan_honey Gurmeetramrahim DrPapaJi cant thank u enough 4such loveampcare showered by u Surely v will follow ur priceless tips Heal,😑,0.0
2061,3268,RT WhitneyWren1 Never take someones love for granted,😑,0.0
2065,3278,RT anabellee27 3 dont know what I did to earn a love like this httpstcoMOG3db7JL9,😑,0.0
2066,3279,My love httpstcoyKxPgvGFKg,😑,0.0
2067,3280,RT Yinoluu Many people want the fuzzy feelings and all the benefits of love but arent ready to make those sacrifices and decisions tha,😑,0.0
2068,3281,thank you bff I love you tessadilla httpstcotri7ADsnYa,😑,0.0
2070,3283,No one will ever understand how much I love them together and how much they mean to me Aldub Maichard  httpstcorONHLJ0Jco,😑,0.0
2072,3285,RT SavagePoker Keeping personality and popularity in mind for 2017 Shootout Star and European flairwould love to have padraigpoker a,😑,0.0
2073,3286,xTrophyEyes ah I love you Thanks my love,😑,0.0
2074,3291,A passionate sophisticated tune httpst,😑,0.0
2075,3299,HBD bestfriend  I love you more each day amp look forward to a life full of adventure joy amp happiness with you by my side  alysayvette_,😑,0.0
2076,3301,RT maiya_nunes I love people that are just always so happy and show love to everyone,😑,0.0
2078,3304,Greater love hath no man than to attend the Episcopal Church with his wife,😑,0.0
2079,3305,absntdtv i love your program sister,😑,0.0
2080,3306,Wow I love Listia I just won this for free 316th Surgical Stainless Steel Body Piercing Needle  14 httpstcolFZTj7BSs7,😑,0.0
2081,3309,Good morning from Stockholm httpstcozjMKxO8KVY,😑,0.0
2082,3310,love love love,😑,0.0
2083,3312,Happy Birthday cousin i miss you so much i hope you have a good one  hope to see you soon love you  jeennnnaa_xo,😑,0.0
2085,3314,My love is like a red rose Yes I may be fragrantBut the closer you get the more Ill hurt you,😑,0.0
2087,3316,RT rodasimon i love my dogs more than anything,😑,0.0
2088,3317,AlixGavoille First like i love you but really  httpstcobIi9cs4wfa,😑,0.0
2089,3319,Love the photo,😑,0.0
2090,3323,Ultimate Love Quotes mobile app provides you with most beautiful love amp romantic quotes httpstcoVDuLhEK1ky,😑,0.0
2092,3330,Our poem old,😑,0.0
2093,3331,RT CurlyNatalie jjennifer07 aw I love you,😑,0.0
2094,3332,RT luccielovesyou Love me love me,😑,0.0
2095,3333,RT HugotPost Every girl has her bestfriend boyfriend and true love But youre really lucky if theyre all the same person,😑,0.0
2096,3334,RT cxtwalkcouture DIORSBITCH this quote from the man himself can sum up why I love him httpstco9et4vPwypa,😑,0.0
2097,3338,httpstco58Bk7XsdR8,😑,0.0
2098,3339,im srsly in tears i dont think anyone can love someone like i love BrennenTaylor httpstcoU9wUD7bGmw,😑,0.0
2100,3341,RT MTVteenwolf luh you more MTVs snapchat is lit right now  httpstcoRoHigBkpeB,😑,0.0
2101,3342,Love being top dog some times,😑,0.0
2102,3344,onedirection I love that moment when louis was laughing and laughing and laughing Without any reason  LOL 6yearsof1D,😑,0.0
2103,3346,I love the BBC and recognise its been under sustained attack for years this however might be an overreaction httpstcomkHeGhrA3r,😑,0.0
2104,3347,Cant thank god enough for what he continues to bless my family lots of love and success to all that are grinding everyday,😑,0.0
2105,3353,RT MgaPatama Love me for me and not the someone you wish that I could be,😑,0.0
2107,3356,I love u pita ji Gurmeetramrahim MSGsaysToHusbandWife,😑,0.0
2108,3365,is that too muc,😑,0.0
2109,3366,RT zaragozabieber lmao hey I love this hashtag so many beautiful people   XingonasUnidas httpstcoyiVT3F8v7u,😑,0.0
2110,3367,Women love to be called cruel even when they are kindest SamuelRichardson quote httpstcoXXRads1iMZ,😑,0.0
2112,3373,this precious bean makes me so happy no words can describe how much i love him honestly httpstco0MtHesbfhx,😑,0.0
2113,3374,Disney Cinderella Wrist Quartz Leather Girl Child Watch Love Xmas Gift YGN httpstcoVpLT4X6Z1p httpstcojPrNHkkII9,😑,0.0
2114,3375,RT Dory I can already tell Im going to love this Disney film httpstcoZzxba444Re,😑,0.0
2116,3382,RT TheRealShantel All the love might prayers and thoughts are with those in Munich as this moment PrayForMunich,😑,0.0
2117,3383,RT divinesagb dobrevsagb i love you,😑,0.0
2118,3384,I like the term make love  sex is just umm iono,😑,0.0
2120,3386,RT gabibaehr love how that the only thing men look for in women nowadays httpstconvSKuKGJEa,😑,0.0
2122,3388,We out  httpstcoYdo9OYfH55,😑,0.0
2123,3389,RT _sincerelyvinta Aquarius Aries Sagittarius and Pisces are the best people to fall in love w fr,😑,0.0
2124,3390,fashion deals 0224 Cute Couple Shirts for Halloween  Mummy Love You Will Forever Be My httpstcoO2Kd4WsJ6I httpstcoBTERlVwaXX,😑,0.0
2125,3391,I love this httpstcouumOmLnbUO,😑,0.0
2126,3392,I have no idea why women love grabbing our butts cause theres nothing back there,😑,0.0
2127,3393,RT skylerh4wk Im so sick of that same old love my bodys had enough  httpstcorHsZ11FfYD,😑,0.0
2130,3396,My outlook on shopping is that if I love it and its under ten dollars it was meant to be,😑,0.0
2131,3397,RT GlobalMAIDEN Love this Haha ALDUBSuperMA httpstcoKaLaEfz3Ep,😑,0.0
2132,3398,AlexaTomasX i love you lt3 pls rtfav,😑,0.0
2133,3399,Just wanna do MakeUp  travel  and love hard,😑,0.0
2134,3400,RT Jessicasuxx Why should I be sad I have lost someone who didnt love me But they lost someone who loved them,😑,0.0
2135,3401,katyperry gagasspace in saudi Arabica we love you,😑,0.0
2137,3403,HAPPY BIRTHDAY TO AHN HYEHIN MY PRECIOUS LIL BABY I LOVE THEM SO MUCH httpstcoFw8FNeN7QH,😑,0.0
2139,3405,RT Godly_Life Love and value yourself You are Gods creation and He paid a dear price for you to be alive today,😑,0.0
2140,3406,I dont fully understand Gods love but i fully trust it,😑,0.0
2142,3409,Love Tree Houses,😑,0.0
2144,3411,Heart Gifts 606 Ct Ruby Heart Cut Pendant Necklace 925 Sterling Silver  Free 18 Cha httpstcoM5hCNEzcxK ValentinesDay Love,😑,0.0
2145,3413,i SBS_MTV love 더쇼 stellar 스텔라 stellar,😑,0.0
2146,3414,realvarungupta AnkitLal jalajboy aartic02 You guys always love to challengeguts amp all thatwisdom is needed not arrogance,😑,0.0
2147,3415,Alya_Shon tittytuesday tatastuesday teasetuesday  httpstcoGArV7mcI8Q I love this girl,😑,0.0
2148,3417,RT LawrenceBland Good night Tweeple  Think and do positive  Hug someone and let them know you love them or at least tweet it    ins,😑,0.0
2149,3418,goodnight Ill talk about 6 years tomorrow but I love my boys so much amp Im so proud of them  httpstcoYOGNsoh8Tg,😑,0.0
2150,3419,Dukeleto77 maryannehobbs I totally love it too o,😑,0.0
2151,3420,I love gunhee,😑,0.0
2152,3421,RT thismegangirl I love megan and she said she loves me so BOOYAH,😑,0.0
2153,3422,Happy birthday kelseysumner22 love and miss you oh so much httpstcoLQdRIyhKNM,😑,0.0
2154,3424,The endings to the episodes are so poetic i love it darkerthanblack,😑,0.0
2155,3425,I love him so much it dead ass takes over my brain,😑,0.0
2156,3427,Happy birthday catrina love you gal hope you have a great day httpstcoPGwbkoJOBO,😑,0.0
2157,3434,I swear thats not love lol yall think holding down someone that treats you like shit is love If anything that means u dont love YOURSELF,😑,0.0
2158,3435,RT purposedoIan I still love this with all my heart  httpstcoe695RH2jw7,😑,0.0
2159,3436,I love how Shawn is in my hometown and Im in his,😑,0.0
2160,3437,RT mestizocritical IM HAVING DINNER WITH JUDE _briteboy I LOVE HIMMMMMM MY LIL ADING MY SUNSHINE,😑,0.0
2161,3438,HAPPY BIRTHDAY BABYGIRL fariehossen  Have the best day ever I love you so much X X X httpstcoVJb3ljJDmb,😑,0.0
2163,3441,RT iArianaGrande4u One of the worst feelings in the world is loving what you cant have and having what you dont love,😑,0.0
2165,3443,RT sanashaikh72 On this day 2 years ago I met him coincidentally and he was generous enough to get clicked Love you shahidkapoor http,😑,0.0
2166,3444,RT Tsu_Surf Her head TOO good You love her but,😑,0.0
2167,3446,Im going to find true love one day Im guessing that day aint today though,😑,0.0
2168,3447,i actually love this dork httpstco8Sl06lkNUB,😑,0.0
2169,3448,I LOVE FEELING IMPORTANT httpstcoofUYSsTbj3,😑,0.0
2170,3449,RT jonahftmendes I love u vs Im supposed to pick u u only like me because Im attractive httpstcocZyTV254DJ,😑,0.0
2172,3455,One loves so much that he cannot forget  httpstcoHbQWAKq6Tt,😑,0.0
2173,3459,Care for people without any expectation http,😑,0.0
2174,3460,I added a video to a YouTube playlist httpstcoOMOTIEqKuS 7 Days RaidPillageLove,😑,0.0
2175,3461,alex aiono is the love of my life,😑,0.0
2177,3463,exhaleofsmoke i love you,😑,0.0
2178,3464,Goals httpstcoGBQKSabHIP,😑,0.0
2179,3467,While u in love wit da nigga dem niggas over there clowing yo ass braceface Giving da pussy up to anybody wit a dollar,😑,0.0
2180,3468,RT esguerra_miho I love you like the sea quiet and terrible and endless and free TY RegalFilms LoveTOMIHOS httpstcoIjaKgyaYmf,😑,0.0
2182,3470,RT megglc CAN I RT THIS 5 MILLION THOUSAND TIMES GD httpstcoROvHG26ewP,😑,0.0
2183,3473,IBexWeBex httpstco04zMeA4s0c,😑,0.0
2185,3475,RT yixinqins 160722 Yixing Artificial Love httpstcoYtH8rt1Fiy,😑,0.0
2186,3476,THIS FUCKING LIL SHIT IM httpstcoliKpnSlLgw,😑,0.0
2187,3477,RT Ltrizzles thejtrizzles mvilenerose Im so gone I love you guys,😑,0.0
2188,3478,RT ShortyMacShort_ Happy 21st birthday to the love of my life know and understand that the love I have for you boy is real and forever,😑,0.0
2189,3479,and you love me and i love you and your heart hurts mine does too,😑,0.0
2190,3481,RT Shanieseb Gotta love a peng darkskin boy with big juicy lips and a nice smile,😑,0.0
2191,3483,taniaaayvette not your fault  But love you T,😑,0.0
2193,3486,RT aldubyubae This i would love to read ALDUBSuperMA  httpstcoS3wQaT8tH8,😑,0.0
2194,3487,This is literally me  httpstcoMZh7W1fAAA,😑,0.0
2195,3488,RT JheneAiko i love it when you love it cuz its only for you,😑,0.0
2196,3489,Baby I love like to be with you my queen httpstcoYGdSXUqu8h,😑,0.0
2198,3491,RT 9tN4tGi72j1z4Qe Syam28Sahoki We agreed we both love to live and die,😑,0.0
2199,3493,Love is a losing game,😑,0.0
2200,3494,RT PassionPosts Love this  httpstcoNPsXXiUTVi,😑,0.0
2201,3495,katyperry pls give your babylove some love,😑,0.0
2202,3498,rt this tweet and help us to spread the love for Stydia  httpstcoTpyTx8kHge,😑,0.0
2203,3499,iblameTomas Have fun love Xxx,😑,0.0
2204,3500,I love where I live just had a cool gray day wpouring rain in the AM amp wont hit the 80s for a couple days httpstcoijP3oz7Vq1,😑,0.0
2205,3501,Xivent bring us these three at FT5 and I swear people will love you forever httpstco3wukc8zdRv,😑,0.0
2206,3502,JustMarieka Thank you for sharing the love  JustMakingThingsHappen,😑,0.0
2207,3503,RT catpat23 Benedict is so awesome I love him,😑,0.0
2208,3504,RT itsashlyperez Learning you cant take anything too seriously except for the desire to know and love people,😑,0.0
2209,3506,kodaklene lmao I love this bc same,😑,0.0
2210,3508,i really love eating,😑,0.0
2211,3509,RT suicidalfigures One of the most painful ways of how I show my love for you is by being the first one to leave even if I didnt want to,😑,0.0
2213,3512,辻本杏 RTlike if you love And more httpstcoavlCP8r2fE httpstcowfJC8iiR0j,😑,0.0
2214,3517,CalumIsImportant httpstcoYlf8xsalQW,😑,0.0
2215,3518,RT twoodards Love still exist God is real,😑,0.0
2216,3520,KawhiteLeonard whats your favorite song I am totally in love with the album But Encore was my favorite song theyve done in many years,😑,0.0
2217,3521,I LOVE KOJIMA AND REEDUS,😑,0.0
2218,3522,RT cakefacedcutie Me waiting for my boyfriend to love me as much as I love him httpstcoQC2NofHPfN,😑,0.0
2220,3524,_guiltykiss My love to horror films as great and unique as my love to you,😑,0.0
2221,3529,TY RegalFilms LoveTOMIHOS httpstcotm4IO,😑,0.0
2222,3531,tough love though,😑,0.0
2223,3532,katyperry i am not a good creative boy Just make me know that u see me Im sure I love me right httpstcoEBTTD1pKJ0,😑,0.0
2224,3533,I love meeting ppl in the city but its also saddening bc Im probably never gonna see them again,😑,0.0
2225,3535,love dont change x jeremih,😑,0.0
2226,3536,RT Nightowl400 Can u help Jeffrey NWDogRescue find furever love today plz All info  httpstconMKatci7E8 AdoptDontShop  httpst,😑,0.0
2227,3537,theblaze So you believe everything you read Glenn Please forgive forget amp go on to what God has for you next Love you but pls let it go,😑,0.0
2228,3538,RT caroliinepriv Happy birthday babyyy cant wait to see what this year holds LOVE YOU httpstcoCAJ1i3IQ24,😑,0.0
2229,3539,RT 1DSeattleCrew Six years I love you onedirection,😑,0.0
2230,3544, Rafael should be my baby daddy https,😑,0.0
2233,3549,RT ObeeyPookie_ Happy birthday baby love you sm have a good one hang soon pls NiniGonzalez23 httpstcoQhPnkQt4o0,😑,0.0
2234,3550,cubewatermelon omg I love this,😑,0.0
2235,3551,RT jiseouIs I miss you and I love you and I will never ever ever ever stop supporting you Thank you so so so much for everything 6Year,😑,0.0
2236,3553,I love you Jesi darling    httpstcoR6pLxnxLAG,😑,0.0
2237,3554,RT TinadeJesus2 3 kind and loving ladiesswerte ng mga love of your lives indee my forever ang mga mendoza girls ALDUBSuperMA https,😑,0.0
2238,3561, LOVE,😑,0.0
2239,3562,RT lynkrystal YesLove YES this is a complete stranger YES you can show love to someone you do not know beauty love httpstcoL0Iu,😑,0.0
2240,3563,RT SouljaBarlos I LOVE Tyler the creator like love him fr,😑,0.0
2241,3565,paulwesley You cant understand how much I love you,😑,0.0
2242,3566,RT SexualGif So in love with them together omg httpstcoyBdpknsvb3,😑,0.0
2243,3567,RT chinallyrose You owe yourself the love that you give to other people,😑,0.0
2244,3568,SportsGuyRyan BlaineJacob Thats a sweet gig Im just starting to dabble in the consulting world Love it so far just need to boost it,😑,0.0
